frame_id,job_action,hand_activity_class,grip_type_proxy,motion_class_rule
128,Dexterous Hand movements,finger_active,open,finger_active
129,Dexterous Hand movements,finger_active,open,finger_active
130,Dexterous Hand movements,finger_active,open,finger_active
131,Dexterous Hand movements,finger_active,open,finger_active
132,Dexterous Hand movements,finger_active,open,finger_active
133,Dexterous Hand movements,finger_active,open,finger_active
134,Dexterous Hand movements,finger_active,open,finger_active
135,Dexterous Hand movements,finger_active,open,finger_active
136,Dexterous Hand movements,finger_active,precision,finger_active
137,Dexterous Hand movements,finger_active,precision,finger_active
138,Dexterous Hand movements,finger_active,precision,finger_active
139,Dexterous Hand movements,finger_active,precision,finger_active
140,Dexterous Hand movements,finger_active,open,finger_active
141,Dexterous Hand movements,finger_active,open,finger_active
142,Dexterous Hand movements,finger_active,open,finger_active
143,Dexterous Hand movements,finger_active,open,finger_active
144,Dexterous Hand movements,hand_translating,open,hand_translating
145,Dexterous Hand movements,finger_active,open,finger_active
146,Dexterous Hand movements,finger_active,open,finger_active
147,Dexterous Hand movements,finger_active,open,finger_active
148,Dexterous Hand movements,finger_active,precision,finger_active
149,Dexterous Hand movements,finger_active,precision,finger_active
150,Dexterous Hand movements,finger_active,precision,finger_active
151,Dexterous Hand movements,finger_active,precision,finger_active
152,Dexterous Hand movements,finger_active,open,finger_active
153,Dexterous Hand movements,finger_active,open,finger_active
154,Dexterous Hand movements,finger_active,open,finger_active
155,Dexterous Hand movements,finger_active,open,finger_active
156,Dexterous Hand movements,finger_active,open,finger_active
157,Dexterous Hand movements,finger_active,open,finger_active
158,Dexterous Hand movements,finger_active,open,finger_active
159,Dexterous Hand movements,finger_active,open,finger_active
160,Dexterous Hand movements,finger_active,open,finger_active
161,Dexterous Hand movements,finger_active,open,finger_active
162,Dexterous Hand movements,finger_active,open,finger_active
163,Dexterous Hand movements,finger_active,open,finger_active
164,Dexterous Hand movements,finger_active,open,finger_active
165,Dexterous Hand movements,finger_active,open,finger_active
166,Dexterous Hand movements,finger_active,open,finger_active
167,Dexterous Hand movements,finger_active,open,finger_active
168,Dexterous Hand movements,finger_active,precision,finger_active
169,Dexterous Hand movements,finger_active,precision,finger_active
170,Dexterous Hand movements,finger_active,open,finger_active
171,Dexterous Hand movements,finger_active,open,finger_active
172,Dexterous Hand movements,finger_active,open,finger_active
173,Dexterous Hand movements,finger_active,open,finger_active
174,Dexterous Hand movements,finger_active,open,finger_active
175,Dexterous Hand movements,finger_active,open,finger_active
176,Dexterous Hand movements,finger_active,open,finger_active
177,Dexterous Hand movements,finger_active,open,finger_active
178,Dexterous Hand movements,finger_active,open,finger_active
179,Dexterous Hand movements,finger_active,open,finger_active
180,Dexterous Hand movements,finger_active,open,finger_active
181,Dexterous Hand movements,finger_active,open,finger_active
182,Dexterous Hand movements,finger_active,open,finger_active
183,Dexterous Hand movements,finger_active,open,finger_active
184,Dexterous Hand movements,finger_active,open,finger_active
185,Dexterous Hand movements,finger_active,precision,finger_active
186,Dexterous Hand movements,finger_active,precision,finger_active
187,Dexterous Hand movements,finger_active,precision,finger_active
188,Dexterous Hand movements,finger_active,precision,finger_active
189,Dexterous Hand movements,finger_active,precision,finger_active
190,Dexterous Hand movements,finger_active,open,finger_active
191,Dexterous Hand movements,finger_active,open,finger_active
192,Dexterous Hand movements,finger_active,open,finger_active
193,Dexterous Hand movements,finger_active,open,finger_active
194,Dexterous Hand movements,finger_active,precision,finger_active
195,Dexterous Hand movements,finger_active,precision,finger_active
196,Dexterous Hand movements,finger_active,open,finger_active
197,Dexterous Hand movements,finger_active,open,finger_active
198,Dexterous Hand movements,finger_active,open,finger_active
199,Dexterous Hand movements,finger_active,open,finger_active
200,Dexterous Hand movements,finger_active,open,finger_active
201,Dexterous Hand movements,finger_active,open,finger_active
202,Dexterous Hand movements,finger_active,open,finger_active
203,Dexterous Hand movements,finger_active,open,finger_active
204,Dexterous Hand movements,finger_active,open,finger_active
205,Dexterous Hand movements,finger_active,open,finger_active
206,Dexterous Hand movements,finger_active,open,finger_active
207,Dexterous Hand movements,finger_active,open,finger_active
208,Dexterous Hand movements,finger_active,open,finger_active
209,Dexterous Hand movements,finger_active,open,finger_active
210,Dexterous Hand movements,finger_active,open,finger_active
211,Dexterous Hand movements,finger_active,precision,finger_active
212,Dexterous Hand movements,finger_active,precision,finger_active
213,Dexterous Hand movements,finger_active,open,finger_active
214,Dexterous Hand movements,finger_active,open,finger_active
215,Dexterous Hand movements,finger_active,open,finger_active
216,Dexterous Hand movements,finger_active,precision,finger_active
217,Dexterous Hand movements,finger_active,precision,finger_active
218,Dexterous Hand movements,finger_active,precision,finger_active
219,Dexterous Hand movements,finger_active,open,finger_active
220,Dexterous Hand movements,finger_active,open,finger_active
221,Dexterous Hand movements,finger_active,open,finger_active
222,Dexterous Hand movements,finger_active,open,finger_active
223,Dexterous Hand movements,finger_active,open,finger_active
224,Dexterous Hand movements,finger_active,open,finger_active
225,Dexterous Hand movements,finger_active,open,finger_active
226,Dexterous Hand movements,finger_active,open,finger_active
227,Dexterous Hand movements,finger_active,open,finger_active
228,Dexterous Hand movements,finger_active,open,finger_active
229,Dexterous Hand movements,finger_active,open,finger_active
230,Dexterous Hand movements,finger_active,open,finger_active
231,Dexterous Hand movements,finger_active,open,finger_active
232,Dexterous Hand movements,finger_active,open,finger_active
233,Dexterous Hand movements,finger_active,open,finger_active
234,Dexterous Hand movements,finger_active,open,finger_active
235,Dexterous Hand movements,finger_active,open,finger_active
236,Dexterous Hand movements,finger_active,open,finger_active
237,Dexterous Hand movements,finger_active,open,finger_active
238,Dexterous Hand movements,finger_active,precision,finger_active
239,Dexterous Hand movements,finger_active,precision,finger_active
240,Dexterous Hand movements,finger_active,open,finger_active
241,Dexterous Hand movements,finger_active,open,finger_active
242,Dexterous Hand movements,finger_active,open,finger_active
243,Dexterous Hand movements,finger_active,open,finger_active
244,Dexterous Hand movements,finger_active,open,finger_active
245,Dexterous Hand movements,finger_active,open,finger_active
246,Dexterous Hand movements,finger_active,open,finger_active
247,Dexterous Hand movements,finger_active,open,finger_active
248,Dexterous Hand movements,finger_active,open,finger_active
249,Dexterous Hand movements,finger_active,open,finger_active
250,Dexterous Hand movements,finger_active,open,finger_active
251,Dexterous Hand movements,finger_active,open,finger_active
252,Dexterous Hand movements,finger_active,open,finger_active
253,Dexterous Hand movements,finger_active,open,finger_active
254,Dexterous Hand movements,finger_active,open,finger_active
255,Dexterous Hand movements,finger_active,open,finger_active
256,Dexterous Hand movements,finger_active,open,finger_active
257,Dexterous Hand movements,finger_active,precision,finger_active
258,Dexterous Hand movements,finger_active,precision,finger_active
259,Dexterous Hand movements,finger_active,open,finger_active
260,Dexterous Hand movements,finger_active,open,finger_active
261,Dexterous Hand movements,finger_active,open,finger_active
262,Dexterous Hand movements,finger_active,open,finger_active
263,Dexterous Hand movements,finger_active,open,finger_active
264,Dexterous Hand movements,finger_active,open,finger_active
265,Dexterous Hand movements,finger_active,open,finger_active
266,Dexterous Hand movements,finger_active,open,finger_active
267,Dexterous Hand movements,finger_active,open,finger_active
268,Dexterous Hand movements,finger_active,open,finger_active
269,Dexterous Hand movements,finger_active,open,finger_active
270,Dexterous Hand movements,finger_active,open,finger_active
271,Dexterous Hand movements,finger_active,open,finger_active
272,Dexterous Hand movements,finger_active,precision,finger_active
273,Dexterous Hand movements,finger_active,precision,finger_active
274,Dexterous Hand movements,finger_active,precision,finger_active
275,Dexterous Hand movements,finger_active,open,finger_active
276,Dexterous Hand movements,finger_active,open,finger_active
277,Dexterous Hand movements,finger_active,precision,finger_active
278,Dexterous Hand movements,finger_active,precision,finger_active
279,Dexterous Hand movements,finger_active,precision,finger_active
280,Dexterous Hand movements,finger_active,open,finger_active
281,Dexterous Hand movements,finger_active,open,finger_active
282,Dexterous Hand movements,finger_active,open,finger_active
283,Dexterous Hand movements,finger_active,open,finger_active
284,Dexterous Hand movements,finger_active,open,finger_active
285,Dexterous Hand movements,finger_active,open,finger_active
286,Dexterous Hand movements,finger_active,open,finger_active
287,Dexterous Hand movements,finger_active,open,finger_active
288,Dexterous Hand movements,finger_active,open,finger_active
289,Dexterous Hand movements,finger_active,open,finger_active
290,Dexterous Hand movements,finger_active,open,finger_active
291,Dexterous Hand movements,finger_active,open,finger_active
292,Dexterous Hand movements,finger_active,open,finger_active
293,Dexterous Hand movements,finger_active,open,finger_active
294,Dexterous Hand movements,finger_active,open,finger_active
295,Dexterous Hand movements,finger_active,open,finger_active
296,Dexterous Hand movements,finger_active,open,finger_active
297,Dexterous Hand movements,finger_active,open,finger_active
298,Dexterous Hand movements,finger_active,open,finger_active
299,Dexterous Hand movements,finger_active,open,finger_active
300,Dexterous Hand movements,finger_active,open,finger_active
301,Dexterous Hand movements,finger_active,open,finger_active
302,Dexterous Hand movements,finger_active,open,finger_active
303,Dexterous Hand movements,finger_active,open,finger_active
304,Dexterous Hand movements,finger_active,open,finger_active
305,Dexterous Hand movements,finger_active,open,finger_active
306,Dexterous Hand movements,finger_active,open,finger_active
307,Dexterous Hand movements,finger_active,open,finger_active
308,Dexterous Hand movements,finger_active,open,finger_active
309,Dexterous Hand movements,finger_active,open,finger_active
310,Dexterous Hand movements,finger_active,open,finger_active
311,Dexterous Hand movements,finger_active,open,finger_active
312,Dexterous Hand movements,finger_active,open,finger_active
313,Dexterous Hand movements,finger_active,open,finger_active
314,Dexterous Hand movements,finger_active,open,finger_active
315,Dexterous Hand movements,finger_active,open,finger_active
316,Dexterous Hand movements,finger_active,open,finger_active
317,Dexterous Hand movements,finger_active,open,finger_active
318,Dexterous Hand movements,finger_active,open,finger_active
319,Dexterous Hand movements,finger_active,open,finger_active
320,Dexterous Hand movements,finger_active,precision,finger_active
321,Dexterous Hand movements,finger_active,precision,finger_active
322,Dexterous Hand movements,finger_active,precision,finger_active
323,Dexterous Hand movements,finger_active,precision,finger_active
324,Dexterous Hand movements,finger_active,precision,finger_active
325,Dexterous Hand movements,finger_active,precision,finger_active
326,Dexterous Hand movements,finger_active,precision,finger_active
327,Dexterous Hand movements,finger_active,precision,finger_active
328,Dexterous Hand movements,finger_active,open,finger_active
329,Dexterous Hand movements,finger_active,precision,finger_active
330,Dexterous Hand movements,finger_active,precision,finger_active
331,Dexterous Hand movements,finger_active,precision,finger_active
332,Dexterous Hand movements,finger_active,precision,finger_active
333,Dexterous Hand movements,finger_active,precision,finger_active
334,Dexterous Hand movements,finger_active,open,finger_active
335,Dexterous Hand movements,finger_active,open,finger_active
336,Dexterous Hand movements,finger_active,open,finger_active
337,Dexterous Hand movements,finger_active,open,finger_active
338,Dexterous Hand movements,finger_active,open,finger_active
339,Dexterous Hand movements,finger_active,open,finger_active
340,Dexterous Hand movements,finger_active,precision,finger_active
341,Dexterous Hand movements,finger_active,precision,finger_active
342,Dexterous Hand movements,finger_active,precision,finger_active
343,Dexterous Hand movements,finger_active,precision,finger_active
344,Dexterous Hand movements,finger_active,open,finger_active
345,Dexterous Hand movements,finger_active,open,finger_active
346,Dexterous Hand movements,finger_active,open,finger_active
347,Dexterous Hand movements,finger_active,open,finger_active
348,Dexterous Hand movements,finger_active,open,finger_active
349,Dexterous Hand movements,finger_active,open,finger_active
350,Dexterous Hand movements,finger_active,open,finger_active
351,Dexterous Hand movements,finger_active,precision,finger_active
352,Dexterous Hand movements,finger_active,precision,finger_active
353,Dexterous Hand movements,finger_active,precision,finger_active
354,Dexterous Hand movements,finger_active,precision,finger_active
355,Dexterous Hand movements,finger_active,precision,finger_active
356,Dexterous Hand movements,finger_active,open,finger_active
357,Dexterous Hand movements,finger_active,open,finger_active
358,Dexterous Hand movements,finger_active,open,finger_active
359,Dexterous Hand movements,finger_active,open,finger_active
360,Dexterous Hand movements,finger_active,open,finger_active
361,Dexterous Hand movements,finger_active,open,finger_active
362,Dexterous Hand movements,finger_active,open,finger_active
363,Dexterous Hand movements,finger_active,open,finger_active
364,Dexterous Hand movements,finger_active,precision,finger_active
365,Dexterous Hand movements,finger_active,precision,finger_active
366,Dexterous Hand movements,finger_active,precision,finger_active
367,Dexterous Hand movements,finger_active,precision,finger_active
368,Dexterous Hand movements,static,open,static
369,Dexterous Hand movements,static,open,static
370,Dexterous Hand movements,static,open,static
371,Dexterous Hand movements,static,open,static
372,Dexterous Hand movements,static,open,static
373,Dexterous Hand movements,static,open,static
374,Dexterous Hand movements,static,precision,static
375,Dexterous Hand movements,static,open,static
376,Dexterous Hand movements,static,precision,static
377,Dexterous Hand movements,static,precision,static
378,Dexterous Hand movements,static,precision,static
379,Dexterous Hand movements,static,precision,static
380,Dexterous Hand movements,static,precision,static
381,Dexterous Hand movements,static,precision,static
382,Dexterous Hand movements,static,precision,static
383,Dexterous Hand movements,static,precision,static
384,Dexterous Hand movements,static,pinch,static
385,Dexterous Hand movements,static,precision,static
386,Dexterous Hand movements,static,precision,static
387,Dexterous Hand movements,static,open,static
388,Dexterous Hand movements,static,precision,static
389,Dexterous Hand movements,static,open,static
390,Dexterous Hand movements,static,open,static
391,Dexterous Hand movements,static,open,static
392,Dexterous Hand movements,static,open,static
393,Dexterous Hand movements,static,precision,static
394,Dexterous Hand movements,static,open,static
395,Dexterous Hand movements,static,open,static
396,Dexterous Hand movements,static,precision,static
397,Dexterous Hand movements,static,precision,static
398,Dexterous Hand movements,static,open,static
399,Dexterous Hand movements,static,open,static
400,Dexterous Hand movements,static,open,static
401,Dexterous Hand movements,static,precision,static
402,Dexterous Hand movements,static,open,static
403,Dexterous Hand movements,static,precision,static
404,Dexterous Hand movements,static,precision,static
405,Dexterous Hand movements,static,open,static
406,Dexterous Hand movements,static,precision,static
407,Dexterous Hand movements,static,open,static
408,Dexterous Hand movements,static,open,static
409,Dexterous Hand movements,static,open,static
410,Dexterous Hand movements,static,open,static
411,Dexterous Hand movements,static,open,static
412,Dexterous Hand movements,static,open,static
413,Dexterous Hand movements,static,open,static
414,Dexterous Hand movements,static,open,static
415,Dexterous Hand movements,static,open,static
416,Dexterous Hand movements,static,open,static
417,Dexterous Hand movements,static,open,static
418,Dexterous Hand movements,static,open,static
419,Dexterous Hand movements,static,open,static
420,Dexterous Hand movements,static,open,static
421,Dexterous Hand movements,static,open,static
422,Dexterous Hand movements,static,open,static
423,Dexterous Hand movements,static,precision,static
424,Dexterous Hand movements,static,open,static
425,Dexterous Hand movements,static,open,static
426,Dexterous Hand movements,static,open,static
427,Dexterous Hand movements,static,open,static
428,Dexterous Hand movements,static,open,static
429,Dexterous Hand movements,static,open,static
430,Dexterous Hand movements,static,open,static
431,Dexterous Hand movements,static,open,static
432,Dexterous Hand movements,static,open,static
433,Dexterous Hand movements,static,open,static
434,Dexterous Hand movements,static,open,static
435,Dexterous Hand movements,static,open,static
436,Dexterous Hand movements,static,open,static
437,Dexterous Hand movements,static,open,static
438,Dexterous Hand movements,static,open,static
439,Dexterous Hand movements,static,precision,static
440,Dexterous Hand movements,static,open,static
441,Dexterous Hand movements,static,open,static
442,Dexterous Hand movements,static,open,static
443,Dexterous Hand movements,static,open,static
444,Dexterous Hand movements,static,open,static
445,Dexterous Hand movements,static,open,static
446,Dexterous Hand movements,static,precision,static
447,Dexterous Hand movements,static,precision,static
448,Dexterous Hand movements,static,precision,static
449,Dexterous Hand movements,static,open,static
450,Dexterous Hand movements,static,precision,static
451,Dexterous Hand movements,static,precision,static
452,Dexterous Hand movements,static,open,static
453,Dexterous Hand movements,static,precision,static
454,Dexterous Hand movements,static,open,static
455,Dexterous Hand movements,static,precision,static
456,Dexterous Hand movements,static,precision,static
457,Dexterous Hand movements,static,precision,static
458,Dexterous Hand movements,static,precision,static
459,Dexterous Hand movements,static,precision,static
460,Dexterous Hand movements,static,precision,static
461,Dexterous Hand movements,static,precision,static
462,Dexterous Hand movements,static,precision,static
463,Dexterous Hand movements,static,precision,static
464,Dexterous Hand movements,static,precision,static
465,Dexterous Hand movements,static,precision,static
466,Dexterous Hand movements,static,precision,static
467,Dexterous Hand movements,static,precision,static
468,Dexterous Hand movements,static,precision,static
469,Dexterous Hand movements,static,open,static
470,Dexterous Hand movements,static,precision,static
471,Dexterous Hand movements,static,open,static
472,Dexterous Hand movements,static,precision,static
473,Dexterous Hand movements,static,precision,static
474,Dexterous Hand movements,static,open,static
475,Dexterous Hand movements,static,precision,static
476,Dexterous Hand movements,static,precision,static
477,Dexterous Hand movements,static,precision,static
478,Dexterous Hand movements,static,precision,static
479,Dexterous Hand movements,static,precision,static
480,Dexterous Hand movements,static,precision,static
481,Dexterous Hand movements,static,precision,static
482,Dexterous Hand movements,static,precision,static
483,Dexterous Hand movements,static,open,static
484,Dexterous Hand movements,static,precision,static
485,Dexterous Hand movements,static,open,static
486,Dexterous Hand movements,static,precision,static
487,Dexterous Hand movements,static,open,static
488,Dexterous Hand movements,static,precision,static
489,Dexterous Hand movements,static,open,static
490,Dexterous Hand movements,static,precision,static
491,Dexterous Hand movements,static,precision,static
492,Dexterous Hand movements,static,precision,static
493,Dexterous Hand movements,static,precision,static
494,Dexterous Hand movements,static,open,static
495,Dexterous Hand movements,static,open,static
496,Dexterous Hand movements,static,open,static
497,Dexterous Hand movements,static,open,static
498,Dexterous Hand movements,static,open,static
499,Dexterous Hand movements,static,open,static
500,Dexterous Hand movements,static,open,static
501,Dexterous Hand movements,static,open,static
502,Dexterous Hand movements,static,open,static
503,Dexterous Hand movements,static,open,static
504,Dexterous Hand movements,static,open,static
505,Dexterous Hand movements,static,open,static
506,Dexterous Hand movements,static,open,static
507,Dexterous Hand movements,static,open,static
508,Dexterous Hand movements,static,open,static
509,Dexterous Hand movements,static,open,static
510,Dexterous Hand movements,static,open,static
511,Dexterous Hand movements,static,open,static
512,Dexterous Hand movements,static,open,static
513,Dexterous Hand movements,static,open,static
514,Dexterous Hand movements,static,open,static
515,Dexterous Hand movements,static,open,static
516,Dexterous Hand movements,static,open,static
517,Dexterous Hand movements,static,open,static
518,Dexterous Hand movements,static,open,static
519,Dexterous Hand movements,static,open,static
520,Dexterous Hand movements,static,open,static
521,Dexterous Hand movements,static,open,static
522,Dexterous Hand movements,static,open,static
523,Dexterous Hand movements,static,open,static
524,Dexterous Hand movements,static,open,static
525,Dexterous Hand movements,static,open,static
526,Dexterous Hand movements,static,open,static
527,Dexterous Hand movements,static,open,static
528,Dexterous Hand movements,static,open,static
529,Dexterous Hand movements,static,open,static
530,Dexterous Hand movements,static,precision,static
531,Dexterous Hand movements,static,precision,static
532,Dexterous Hand movements,static,open,static
533,Dexterous Hand movements,static,precision,static
534,Dexterous Hand movements,static,precision,static
535,Dexterous Hand movements,static,precision,static
536,Dexterous Hand movements,static,open,static
537,Dexterous Hand movements,static,precision,static
538,Dexterous Hand movements,static,precision,static
539,Dexterous Hand movements,static,open,static
540,Dexterous Hand movements,static,open,static
541,Dexterous Hand movements,static,open,static
542,Dexterous Hand movements,static,open,static
543,Dexterous Hand movements,static,open,static
544,Dexterous Hand movements,static,open,static
545,Dexterous Hand movements,static,open,static
546,Dexterous Hand movements,static,open,static
547,Dexterous Hand movements,static,open,static
548,Dexterous Hand movements,static,open,static
549,Dexterous Hand movements,static,open,static
550,Dexterous Hand movements,static,open,static
551,Dexterous Hand movements,static,precision,static
552,Dexterous Hand movements,static,precision,static
553,Dexterous Hand movements,static,open,static
554,Dexterous Hand movements,static,precision,static
555,Dexterous Hand movements,static,open,static
556,Dexterous Hand movements,static,precision,static
557,Dexterous Hand movements,static,precision,static
558,Dexterous Hand movements,static,precision,static
559,Dexterous Hand movements,static,precision,static
560,Dexterous Hand movements,static,precision,static
561,Dexterous Hand movements,static,precision,static
562,Dexterous Hand movements,static,precision,static
563,Dexterous Hand movements,static,precision,static
564,Dexterous Hand movements,static,precision,static
565,Dexterous Hand movements,static,precision,static
566,Dexterous Hand movements,static,precision,static
567,Dexterous Hand movements,static,precision,static
568,Dexterous Hand movements,static,precision,static
569,Dexterous Hand movements,static,precision,static
570,Dexterous Hand movements,static,open,static
571,Dexterous Hand movements,static,precision,static
572,Dexterous Hand movements,static,precision,static
573,Dexterous Hand movements,static,precision,static
574,Dexterous Hand movements,static,precision,static
575,Dexterous Hand movements,static,open,static
576,Dexterous Hand movements,static,precision,static
577,Dexterous Hand movements,static,open,static
578,Dexterous Hand movements,static,open,static
579,Dexterous Hand movements,static,open,static
580,Dexterous Hand movements,static,open,static
581,Dexterous Hand movements,static,open,static
582,Dexterous Hand movements,static,open,static
583,Dexterous Hand movements,static,open,static
584,Dexterous Hand movements,static,open,static
585,Dexterous Hand movements,static,open,static
586,Dexterous Hand movements,static,precision,static
587,Dexterous Hand movements,static,precision,static
588,Dexterous Hand movements,static,precision,static
589,Dexterous Hand movements,static,precision,static
590,Dexterous Hand movements,static,precision,static
591,Dexterous Hand movements,static,precision,static
592,Dexterous Hand movements,static,precision,static
593,Dexterous Hand movements,static,precision,static
594,Dexterous Hand movements,static,precision,static
595,Dexterous Hand movements,static,precision,static
596,Dexterous Hand movements,static,precision,static
597,Dexterous Hand movements,static,neutral,static
598,Dexterous Hand movements,static,precision,static
599,Dexterous Hand movements,static,precision,static
600,Dexterous Hand movements,static,precision,static
601,Dexterous Hand movements,static,precision,static
602,Dexterous Hand movements,static,precision,static
603,Dexterous Hand movements,static,precision,static
604,Dexterous Hand movements,static,precision,static
