frame_id,action
368,Dexterous Hand movements
369,Dexterous Hand movements
370,Dexterous Hand movements
371,Dexterous Hand movements
372,Dexterous Hand movements
373,Dexterous Hand movements
374,Dexterous Hand movements
375,Dexterous Hand movements
376,Dexterous Hand movements
377,Dexterous Hand movements
378,Dexterous Hand movements
379,Dexterous Hand movements
380,Dexterous Hand movements
381,Dexterous Hand movements
382,Dexterous Hand movements
383,Dexterous Hand movements
384,Dexterous Hand movements
385,Dexterous Hand movements
386,Dexterous Hand movements
387,Dexterous Hand movements
388,Dexterous Hand movements
389,Dexterous Hand movements
390,Dexterous Hand movements
391,Dexterous Hand movements
392,Dexterous Hand movements
393,Dexterous Hand movements
394,Dexterous Hand movements
395,Dexterous Hand movements
396,Dexterous Hand movements
397,Dexterous Hand movements
398,Dexterous Hand movements
399,Dexterous Hand movements
400,Dexterous Hand movements
401,Dexterous Hand movements
402,Dexterous Hand movements
403,Dexterous Hand movements
404,Dexterous Hand movements
405,Dexterous Hand movements
406,Dexterous Hand movements
407,Dexterous Hand movements
408,Dexterous Hand movements
409,Dexterous Hand movements
410,Dexterous Hand movements
411,Dexterous Hand movements
412,Dexterous Hand movements
413,Dexterous Hand movements
414,Dexterous Hand movements
415,Dexterous Hand movements
416,Dexterous Hand movements
417,Dexterous Hand movements
418,Dexterous Hand movements
419,Dexterous Hand movements
420,Dexterous Hand movements
421,Dexterous Hand movements
422,Dexterous Hand movements
423,Dexterous Hand movements
424,Dexterous Hand movements
425,Dexterous Hand movements
426,Dexterous Hand movements
427,Dexterous Hand movements
428,Dexterous Hand movements
429,Dexterous Hand movements
430,Dexterous Hand movements
431,Dexterous Hand movements
432,Dexterous Hand movements
433,Dexterous Hand movements
434,Dexterous Hand movements
435,Dexterous Hand movements
436,Dexterous Hand movements
437,Dexterous Hand movements
438,Dexterous Hand movements
439,Dexterous Hand movements
440,Dexterous Hand movements
441,Dexterous Hand movements
442,Dexterous Hand movements
443,Dexterous Hand movements
444,Dexterous Hand movements
445,Dexterous Hand movements
446,Dexterous Hand movements
447,Dexterous Hand movements
448,Dexterous Hand movements
449,Dexterous Hand movements
450,Dexterous Hand movements
451,Dexterous Hand movements
452,Dexterous Hand movements
453,Dexterous Hand movements
454,Dexterous Hand movements
455,Dexterous Hand movements
456,Dexterous Hand movements
457,Dexterous Hand movements
458,Dexterous Hand movements
459,Dexterous Hand movements
460,Dexterous Hand movements
461,Dexterous Hand movements
462,Dexterous Hand movements
463,Dexterous Hand movements
464,Dexterous Hand movements
465,Dexterous Hand movements
466,Dexterous Hand movements
467,Dexterous Hand movements
468,Dexterous Hand movements
469,Dexterous Hand movements
470,Dexterous Hand movements
471,Dexterous Hand movements
472,Dexterous Hand movements
473,Dexterous Hand movements
474,Dexterous Hand movements
475,Dexterous Hand movements
476,Dexterous Hand movements
477,Dexterous Hand movements
478,Dexterous Hand movements
479,Dexterous Hand movements
480,Dexterous Hand movements
481,Dexterous Hand movements
482,Dexterous Hand movements
483,Dexterous Hand movements
484,Dexterous Hand movements
485,Dexterous Hand movements
486,Dexterous Hand movements
487,Dexterous Hand movements
488,Dexterous Hand movements
489,Dexterous Hand movements
490,Dexterous Hand movements
491,Dexterous Hand movements
492,Dexterous Hand movements
493,Dexterous Hand movements
494,Dexterous Hand movements
495,Dexterous Hand movements
496,Dexterous Hand movements
497,Dexterous Hand movements
498,Dexterous Hand movements
499,Dexterous Hand movements
500,Dexterous Hand movements
501,Dexterous Hand movements
502,Dexterous Hand movements
503,Dexterous Hand movements
504,Dexterous Hand movements
505,Dexterous Hand movements
506,Dexterous Hand movements
507,Dexterous Hand movements
508,Dexterous Hand movements
509,Dexterous Hand movements
510,Dexterous Hand movements
511,Dexterous Hand movements
512,Dexterous Hand movements
513,Dexterous Hand movements
514,Dexterous Hand movements
515,Dexterous Hand movements
516,Dexterous Hand movements
517,Dexterous Hand movements
518,Dexterous Hand movements
519,Dexterous Hand movements
520,Dexterous Hand movements
521,Dexterous Hand movements
522,Dexterous Hand movements
523,Dexterous Hand movements
524,Dexterous Hand movements
525,Dexterous Hand movements
526,Dexterous Hand movements
527,Dexterous Hand movements
528,Dexterous Hand movements
529,Dexterous Hand movements
530,Dexterous Hand movements
531,Dexterous Hand movements
532,Dexterous Hand movements
533,Dexterous Hand movements
534,Dexterous Hand movements
535,Dexterous Hand movements
536,Dexterous Hand movements
537,Dexterous Hand movements
538,Dexterous Hand movements
539,Dexterous Hand movements
540,Dexterous Hand movements
541,Dexterous Hand movements
542,Dexterous Hand movements
543,Dexterous Hand movements
544,Dexterous Hand movements
545,Dexterous Hand movements
546,Dexterous Hand movements
547,Dexterous Hand movements
548,Dexterous Hand movements
549,Dexterous Hand movements
550,Dexterous Hand movements
551,Dexterous Hand movements
552,Dexterous Hand movements
553,Dexterous Hand movements
554,Dexterous Hand movements
555,Dexterous Hand movements
556,Dexterous Hand movements
557,Dexterous Hand movements
558,Dexterous Hand movements
559,Dexterous Hand movements
560,Dexterous Hand movements
561,Dexterous Hand movements
562,Dexterous Hand movements
563,Dexterous Hand movements
564,Dexterous Hand movements
565,Dexterous Hand movements
566,Dexterous Hand movements
567,Dexterous Hand movements
568,Dexterous Hand movements
569,Dexterous Hand movements
570,Dexterous Hand movements
571,Dexterous Hand movements
572,Dexterous Hand movements
573,Dexterous Hand movements
574,Dexterous Hand movements
575,Dexterous Hand movements
576,Dexterous Hand movements
577,Dexterous Hand movements
578,Dexterous Hand movements
579,Dexterous Hand movements
580,Dexterous Hand movements
581,Dexterous Hand movements
582,Dexterous Hand movements
583,Dexterous Hand movements
584,Dexterous Hand movements
585,Dexterous Hand movements
586,Dexterous Hand movements
587,Dexterous Hand movements
588,Dexterous Hand movements
589,Dexterous Hand movements
590,Dexterous Hand movements
591,Dexterous Hand movements
592,Dexterous Hand movements
593,Dexterous Hand movements
594,Dexterous Hand movements
595,Dexterous Hand movements
596,Dexterous Hand movements
597,Dexterous Hand movements
598,Dexterous Hand movements
599,Dexterous Hand movements
600,Dexterous Hand movements
601,Dexterous Hand movements
602,Dexterous Hand movements
603,Dexterous Hand movements
604,Dexterous Hand movements
605,Dexterous Hand movements
606,Dexterous Hand movements
607,Dexterous Hand movements
608,Dexterous Hand movements
609,Dexterous Hand movements
610,Dexterous Hand movements
611,Dexterous Hand movements
612,Dexterous Hand movements
613,Dexterous Hand movements
614,Dexterous Hand movements
615,Dexterous Hand movements
616,Dexterous Hand movements
617,Dexterous Hand movements
618,Dexterous Hand movements
619,Dexterous Hand movements
620,Dexterous Hand movements
621,Dexterous Hand movements
622,Dexterous Hand movements
623,Dexterous Hand movements
624,Dexterous Hand movements
625,Dexterous Hand movements
626,Dexterous Hand movements
627,Dexterous Hand movements
628,Dexterous Hand movements
629,Dexterous Hand movements
630,Dexterous Hand movements
631,Dexterous Hand movements
632,Dexterous Hand movements
633,Dexterous Hand movements
634,Dexterous Hand movements
635,Dexterous Hand movements
636,Dexterous Hand movements
637,Dexterous Hand movements
638,Dexterous Hand movements
639,Dexterous Hand movements
640,Dexterous Hand movements
641,Dexterous Hand movements
642,Dexterous Hand movements
643,Dexterous Hand movements
644,Dexterous Hand movements
645,Dexterous Hand movements
646,Dexterous Hand movements
647,Dexterous Hand movements
648,Dexterous Hand movements
649,Dexterous Hand movements
650,Dexterous Hand movements
651,Dexterous Hand movements
652,Dexterous Hand movements
653,Dexterous Hand movements
654,Dexterous Hand movements
655,Dexterous Hand movements
656,Dexterous Hand movements
657,Dexterous Hand movements
658,Dexterous Hand movements
659,Dexterous Hand movements
660,Dexterous Hand movements
661,Dexterous Hand movements
662,Dexterous Hand movements
663,Dexterous Hand movements
664,Dexterous Hand movements
665,Dexterous Hand movements
666,Dexterous Hand movements
667,Dexterous Hand movements
668,Dexterous Hand movements
669,Dexterous Hand movements
670,Dexterous Hand movements
671,Dexterous Hand movements
672,Dexterous Hand movements
673,Dexterous Hand movements
674,Dexterous Hand movements
675,Dexterous Hand movements
676,Dexterous Hand movements
677,Dexterous Hand movements
678,Dexterous Hand movements
679,Dexterous Hand movements
680,Dexterous Hand movements
681,Dexterous Hand movements
682,Dexterous Hand movements
683,Dexterous Hand movements
684,Dexterous Hand movements
685,Dexterous Hand movements
686,Dexterous Hand movements
687,Dexterous Hand movements
688,Dexterous Hand movements
689,Dexterous Hand movements
690,Dexterous Hand movements
691,Dexterous Hand movements
692,Dexterous Hand movements
693,Dexterous Hand movements
694,Dexterous Hand movements
695,Dexterous Hand movements
696,Dexterous Hand movements
697,Dexterous Hand movements
698,Dexterous Hand movements
699,Dexterous Hand movements
700,Dexterous Hand movements
701,Dexterous Hand movements
702,Dexterous Hand movements
703,Dexterous Hand movements
704,Dexterous Hand movements
705,Dexterous Hand movements
706,Dexterous Hand movements
707,Dexterous Hand movements
708,Dexterous Hand movements
709,Dexterous Hand movements
710,Dexterous Hand movements
711,Dexterous Hand movements
712,Dexterous Hand movements
713,Dexterous Hand movements
714,Dexterous Hand movements
715,Dexterous Hand movements
716,Dexterous Hand movements
717,Dexterous Hand movements
718,Dexterous Hand movements
719,Dexterous Hand movements
720,Dexterous Hand movements
721,Dexterous Hand movements
722,Dexterous Hand movements
723,Dexterous Hand movements
724,Dexterous Hand movements
725,Dexterous Hand movements
726,Dexterous Hand movements
727,Dexterous Hand movements
728,Dexterous Hand movements
729,Dexterous Hand movements
730,Dexterous Hand movements
731,Dexterous Hand movements
732,Dexterous Hand movements
733,Dexterous Hand movements
734,Dexterous Hand movements
735,Dexterous Hand movements
736,Dexterous Hand movements
737,Dexterous Hand movements
738,Dexterous Hand movements
739,Dexterous Hand movements
740,Dexterous Hand movements
741,Dexterous Hand movements
742,Dexterous Hand movements
743,Dexterous Hand movements
744,Dexterous Hand movements
745,Dexterous Hand movements
746,Dexterous Hand movements
747,Dexterous Hand movements
748,Dexterous Hand movements
749,Dexterous Hand movements
750,Dexterous Hand movements
751,Dexterous Hand movements
752,Dexterous Hand movements
753,Dexterous Hand movements
754,Dexterous Hand movements
755,Dexterous Hand movements
756,Dexterous Hand movements
757,Dexterous Hand movements
758,Dexterous Hand movements
759,Dexterous Hand movements
760,Dexterous Hand movements
761,Dexterous Hand movements
762,Dexterous Hand movements
763,Dexterous Hand movements
764,Dexterous Hand movements
765,Dexterous Hand movements
766,Dexterous Hand movements
767,Dexterous Hand movements
768,Dexterous Hand movements
769,Dexterous Hand movements
770,Dexterous Hand movements
771,Dexterous Hand movements
772,Dexterous Hand movements
773,Dexterous Hand movements
774,Dexterous Hand movements
775,Dexterous Hand movements
776,Dexterous Hand movements
777,Dexterous Hand movements
778,Dexterous Hand movements
779,Dexterous Hand movements
780,Dexterous Hand movements
781,Dexterous Hand movements
782,Dexterous Hand movements
783,Dexterous Hand movements
784,Dexterous Hand movements
785,Dexterous Hand movements
786,Dexterous Hand movements
787,Dexterous Hand movements
788,Dexterous Hand movements
789,Dexterous Hand movements
790,Dexterous Hand movements
791,Dexterous Hand movements
792,Dexterous Hand movements
793,Dexterous Hand movements
794,Dexterous Hand movements
795,Dexterous Hand movements
796,Dexterous Hand movements
797,Dexterous Hand movements
798,Dexterous Hand movements
799,Dexterous Hand movements
800,Dexterous Hand movements
801,Dexterous Hand movements
802,Dexterous Hand movements
803,Dexterous Hand movements
804,Dexterous Hand movements
805,Dexterous Hand movements
806,Dexterous Hand movements
807,Dexterous Hand movements
808,Dexterous Hand movements
809,Dexterous Hand movements
810,Dexterous Hand movements
811,Dexterous Hand movements
812,Dexterous Hand movements
813,Dexterous Hand movements
814,Dexterous Hand movements
815,Dexterous Hand movements
816,Dexterous Hand movements
817,Dexterous Hand movements
818,Dexterous Hand movements
819,Dexterous Hand movements
820,Dexterous Hand movements
821,Dexterous Hand movements
822,Dexterous Hand movements
823,Dexterous Hand movements
824,Dexterous Hand movements
825,Dexterous Hand movements
826,Dexterous Hand movements
827,Dexterous Hand movements
828,Dexterous Hand movements
829,Dexterous Hand movements
830,Dexterous Hand movements
831,Dexterous Hand movements
832,Dexterous Hand movements
833,Dexterous Hand movements
834,Dexterous Hand movements
835,Dexterous Hand movements
836,Dexterous Hand movements
837,Dexterous Hand movements
838,Dexterous Hand movements
839,Dexterous Hand movements
840,Dexterous Hand movements
841,Dexterous Hand movements
842,Dexterous Hand movements
843,Dexterous Hand movements
844,Dexterous Hand movements
845,Dexterous Hand movements
846,Dexterous Hand movements
847,Dexterous Hand movements
848,Dexterous Hand movements
849,Dexterous Hand movements
850,Dexterous Hand movements
851,Dexterous Hand movements
852,Dexterous Hand movements
853,Dexterous Hand movements
854,Dexterous Hand movements
855,Dexterous Hand movements
856,Dexterous Hand movements
857,Dexterous Hand movements
858,Dexterous Hand movements
859,Dexterous Hand movements
860,Dexterous Hand movements
861,Dexterous Hand movements
862,Dexterous Hand movements
863,Dexterous Hand movements
864,Dexterous Hand movements
865,Dexterous Hand movements
866,Dexterous Hand movements
867,Dexterous Hand movements
868,Dexterous Hand movements
869,Dexterous Hand movements
870,Dexterous Hand movements
871,Dexterous Hand movements
872,Dexterous Hand movements
873,Dexterous Hand movements
874,Dexterous Hand movements
875,Dexterous Hand movements
876,Dexterous Hand movements
877,Dexterous Hand movements
878,Dexterous Hand movements
879,Dexterous Hand movements
880,Dexterous Hand movements
881,Dexterous Hand movements
882,Dexterous Hand movements
883,Dexterous Hand movements
884,Dexterous Hand movements
885,Dexterous Hand movements
886,Dexterous Hand movements
887,Dexterous Hand movements
888,Dexterous Hand movements
889,Dexterous Hand movements
890,Dexterous Hand movements
891,Dexterous Hand movements
892,Dexterous Hand movements
893,Dexterous Hand movements
894,Dexterous Hand movements
895,Dexterous Hand movements
896,Dexterous Hand movements
897,Dexterous Hand movements
898,Dexterous Hand movements
899,Dexterous Hand movements
900,Dexterous Hand movements
901,Dexterous Hand movements
902,Dexterous Hand movements
903,Dexterous Hand movements
904,Dexterous Hand movements
905,Dexterous Hand movements
906,Dexterous Hand movements
907,Dexterous Hand movements
908,Dexterous Hand movements
909,Dexterous Hand movements
910,Dexterous Hand movements
911,Dexterous Hand movements
912,Dexterous Hand movements
913,Dexterous Hand movements
914,Dexterous Hand movements
915,Dexterous Hand movements
916,Dexterous Hand movements
917,Dexterous Hand movements
918,Dexterous Hand movements
919,Dexterous Hand movements
920,Dexterous Hand movements
921,Dexterous Hand movements
922,Dexterous Hand movements
923,Dexterous Hand movements
924,Dexterous Hand movements
925,Dexterous Hand movements
926,Dexterous Hand movements
927,Dexterous Hand movements
928,Dexterous Hand movements
929,Dexterous Hand movements
930,Dexterous Hand movements
931,Dexterous Hand movements
932,Dexterous Hand movements
933,Dexterous Hand movements
934,Dexterous Hand movements
935,Dexterous Hand movements
936,Dexterous Hand movements
937,Dexterous Hand movements
938,Dexterous Hand movements
939,Dexterous Hand movements
940,Dexterous Hand movements
941,Dexterous Hand movements
942,Dexterous Hand movements
943,Dexterous Hand movements
944,Dexterous Hand movements
945,Dexterous Hand movements
946,Dexterous Hand movements
947,Dexterous Hand movements
948,Dexterous Hand movements
949,Dexterous Hand movements
950,Dexterous Hand movements
951,Dexterous Hand movements
952,Dexterous Hand movements
953,Dexterous Hand movements
954,Dexterous Hand movements
955,Dexterous Hand movements
956,Dexterous Hand movements
957,Dexterous Hand movements
958,Dexterous Hand movements
959,Dexterous Hand movements
960,Dexterous Hand movements
961,Dexterous Hand movements
962,Dexterous Hand movements
963,Dexterous Hand movements
964,Dexterous Hand movements
965,Dexterous Hand movements
966,Dexterous Hand movements
967,Dexterous Hand movements
968,Dexterous Hand movements
969,Dexterous Hand movements
970,Dexterous Hand movements
971,Dexterous Hand movements
972,Dexterous Hand movements
973,Dexterous Hand movements
974,Dexterous Hand movements
975,Dexterous Hand movements
976,Dexterous Hand movements
977,Dexterous Hand movements
978,Dexterous Hand movements
979,Dexterous Hand movements
980,Dexterous Hand movements
981,Dexterous Hand movements
982,Dexterous Hand movements
983,Dexterous Hand movements
984,Dexterous Hand movements
985,Dexterous Hand movements
986,Dexterous Hand movements
987,Dexterous Hand movements
988,Dexterous Hand movements
989,Dexterous Hand movements
990,Dexterous Hand movements
991,Dexterous Hand movements
992,Dexterous Hand movements
993,Dexterous Hand movements
994,Dexterous Hand movements
995,Dexterous Hand movements
996,Dexterous Hand movements
997,Dexterous Hand movements
998,Dexterous Hand movements
999,Dexterous Hand movements
1000,Dexterous Hand movements
1001,Dexterous Hand movements
1002,Dexterous Hand movements
1003,Dexterous Hand movements
1004,Dexterous Hand movements
1005,Dexterous Hand movements
1006,Dexterous Hand movements
1007,Dexterous Hand movements
1008,Dexterous Hand movements
1009,Dexterous Hand movements
1010,Dexterous Hand movements
1011,Dexterous Hand movements
1012,Dexterous Hand movements
1013,Dexterous Hand movements
1014,Dexterous Hand movements
1015,Dexterous Hand movements
1016,Dexterous Hand movements
1017,Dexterous Hand movements
1018,Dexterous Hand movements
1019,Dexterous Hand movements
1020,Dexterous Hand movements
1021,Dexterous Hand movements
1022,Dexterous Hand movements
1023,Dexterous Hand movements
1024,Dexterous Hand movements
1025,Dexterous Hand movements
1026,Dexterous Hand movements
1027,Dexterous Hand movements
1028,Dexterous Hand movements
1029,Dexterous Hand movements
1030,Dexterous Hand movements
1031,Dexterous Hand movements
1032,Dexterous Hand movements
1033,Dexterous Hand movements
1034,Dexterous Hand movements
1035,Dexterous Hand movements
1036,Dexterous Hand movements
1037,Dexterous Hand movements
1038,Dexterous Hand movements
1039,Dexterous Hand movements
1040,Dexterous Hand movements
1041,Dexterous Hand movements
1042,Dexterous Hand movements
1043,Dexterous Hand movements
1044,Dexterous Hand movements
1045,Dexterous Hand movements
1046,Dexterous Hand movements
1047,Dexterous Hand movements
1048,Dexterous Hand movements
1049,Dexterous Hand movements
1050,Dexterous Hand movements
1051,Dexterous Hand movements
1052,Dexterous Hand movements
1053,Dexterous Hand movements
1054,Dexterous Hand movements
1055,Dexterous Hand movements
1056,Dexterous Hand movements
1057,Dexterous Hand movements
1058,Dexterous Hand movements
1059,Dexterous Hand movements
1060,Dexterous Hand movements
1061,Dexterous Hand movements
1062,Dexterous Hand movements
1063,Dexterous Hand movements
1064,Dexterous Hand movements
1065,Dexterous Hand movements
1066,Dexterous Hand movements
1067,Dexterous Hand movements
1068,Dexterous Hand movements
1069,Dexterous Hand movements
